name;master;sign;tel_punto_vendita;indirizzo;ac;ea;ea7;aj;aju;casa;ga;fiori;dolci;occhiali;orologi_gioielli;cosmetics;libri;tipo_store_macro;tipo_store;nazione_iso_3166;localita;tipo_rapporto;data_apertura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MACAU;9JA20K;EMPORIO ARMANI;853 8590 3304;LEVEL 1, THE BOULEVARD 3, ESTRADE DO ISTMO (COLOANE), ZONA DE ATERROS AS IIHAS DE COLOANE E DA TAIPA (COTAI);0;1;1;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MACAO;MACAU;RETAILER;20100107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI ABU DHABI;9JA20R;EMPORIO ARMANI;;DFS ABU DHABI DUTY FREE AND IN-FLIGHT CATERING BLDG.,ABU DHABI INT. AIRPORT;0;1;1;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED ARAB EMIRATES;ABU DHABI;RETAILER;20130428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI HAINAN;9JA20S;EMPORIO ARMANI;86 898 65751389;2/F PASSENGER TERMINAL BUILDING, HAIKOU MEILAN INTERNATIONALAIRPORT, HAINAN;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;HAINAN;RETAILER;20120922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI FIUMICINO;9LU601;EMPORIO ARMANI;02 6981151;AEROPORTO DI FIUMICINO TERMINAL C,SATELLITE WEST;0;0;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;FIUMICINO;RETAILER;20031001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI ALMATY;9LY702;EMPORIO ARMANI;73272938505;12 DOSTYK STREET;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;KAZAKHSTAN;ALMATY;RETAILER;20060901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SAMARA;9MC301;EMPORIO ARMANI;390 522517145;KUIBISHEV STREET 133;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;RUSSIAN FEDERATION;SAMARA;RETAILER;20061001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MOSCOW;9MC306;EMPORIO ARMANI;;RED SQUARE, 3;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;RUSSIAN FEDERATION;MOSCOW;RETAILER;20080801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MOSCOW;9MC30K;EMPORIO ARMANI;007 495 7899669;NOVY ARBAT 19;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;RUSSIAN FEDERATION;MOSCOW;RETAILER;20120831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI DALIAN;9O610B;EMPORIO ARMANI;86-411-82312266;SHOP M09 & M10, PARKLAND SHOPPING CENTRE, NO.19 JIEFANG ROAD, ZHONGSHAN DISTRICT, DALIAN, LIAONING;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;DALIAN;RETAILER;20030326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI QINGDAO;9O610E;EMPORIO ARMANI;86-532-66788159;SHOP 121 & 123, HISENSE PLAZA, NO.117 MACAO ROAD, SHINAN DISTRICT, QINGDAO, SHANDONG;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;QINGDAO;RETAILER;20081010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI DALIAN;9O610G;EMPORIO ARMANI;86-411-88078777;SHOP 103A & 203A & 205, DALIAN NEW WORLD TOWER K11 SHOPPINGMALL, NO.41 RENMIN ROAD, ZHONGSHAN DISTRICT, LIAONING;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;DALIAN;RETAILER;20091001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SHENYANG;9O610K;EMPORIO ARMANI;86-24-23832323;SHOP 004, 1/F, ZHONGXING-SHENYANG COMMERCIAL BUILDING, NO.86TAIYUANBEI STREET, HEPING DISTRICT, LIAONING;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHENYANG;RETAILER;20080901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SHENYANG;9O610S;EMPORIO ARMANI;86-24-31379779;1/F, CENTRAL DEPARTMENT STORE, NO.25 WENTI ROAD WEST, HEPINGDISTRICT, LIAONING;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHENYANG;RETAILER;20111001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SHENYANG;9O610U;EMPORIO ARMANI;86-24-22761548;G/F, LAVENUE, LIAONING CHARTER TIME SQUARE DEPARTMENT STORE,NO.12 HUIGONG STREET, SHENHE DISTRICT, LIAONING;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHENYANG;RETAILER;20111022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SHENYANG;9O6117;EMPORIO ARMANI;86-24-24893818;1/F, BLOCK R1, ONE MALL, NO. 268 ZHONGJIE ROAD, SHENHE DISTRICT, LIAONING;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHENYANG;RETAILER;20121007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI JINAN;9O6118;EMPORIO ARMANI;;SHOP 117 & 233, 1/F & 2/F, GUIHE PLAZA, NO.1 TIANDITAN STREET, LIXIA DISTRICT, JINAN, SHANDONG;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;JINAN;RETAILER;20121218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI YANTAI;9O611L;EMPORIO ARMANI;;1/F, ZHENHUA DEPARTMENT STORE, NO.8 WEST STREET, ZHIFU DISTRICT, YANTAI, SHANDONG;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;YANTAI;RETAILER;20130918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI DANDONG;9O611O;EMPORIO ARMANI;;GF, DANDONG MIRADOR INTERNATIONAL, JIANG CHENG STREET, LIAONING;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;DANDONG;RETAILER;20131201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BERLIN;9O620B;EMPORIO ARMANI;+493020615660;FRIEDRICHSTRASSE 169 170;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;GERMANY;BERLIN;PROPRIETA';20090904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI HAMBURG;9O620G;EMPORIO ARMANI;0049-40-311823690;HOHE BLEICHEN 11;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;GERMANY;HAMBURG;PROPRIETA';20100909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI DUESSELDORF;9O620K;EMPORIO ARMANI;;KOENIGSALLEE 56;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;GERMANY;DUESSELDORF;PROPRIETA';20111117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MUENCHEN;9O6218;EMPORIO ARMANI;+49895505280;THEATINERSTRASSE 12;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;GERMANY;MUENCHEN;PROPRIETA';20030731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BRUXELLES;9O6302;EMPORIO ARMANI;0032 2 5510404;BLD.DE WATERLOO 47;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;BELGIUM;BRUXELLES;PROPRIETA';19960101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI ANTWERPEN;9O6303;EMPORIO ARMANI;0032 3 2324024;HOPLAND 16/22;0;1;1;1;0;1;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;BELGIUM;ANTWERPEN;PROPRIETA';20000728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI PARIS;9O6403;EMPORIO ARMANI;0033.1.53633350;149 BOULEVARD SAINT GERMAIN;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;FRANCE;PARIS;PROPRIETA';19980101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI NICE;9O6404;EMPORIO ARMANI;0033.493161607;1, RUE PARADIS;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;FRANCE;NICE;PROPRIETA';19960101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI CANNES;9O6405;EMPORIO ARMANI;0033.493380590;BOULEVARD DE LA CROISETTE 52;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;FRANCE;CANNES;PROPRIETA';19960101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI PARIS;9O6423;EMPORIO ARMANI;+33 1 42861530;RUE SAINT HONORE' 368;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;FRANCE;PARIS;PROPRIETA';20120118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MARSEILLE;9O6429;EMPORIO ARMANI;0033 04 91884605;21, RUE GRIGNAN;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;FRANCE;MARSEILLE;PROPRIETA';20130909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI GUARULHOS;9WU808;EMPORIO ARMANI;+ 55 11 24452135;AEROPORTO INTERNACIONAL GOVERNADOR ANDRE FRANCO MONTORO,AV.JAMIL JOAO ZARIF, S/N,INTERN.DEPART.T.2 STORE 09,SAO PAOLO;0;1;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;BRAZIL;GUARULHOS;RETAILER;20120101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI FRANKFURT AM MAIN;A18R01;EMPORIO ARMANI;;FRANKFURT AIRPORT CENTER,GEBAEUDETEIL B,6.STOCK;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;GERMANY;FRANKFURT AM MAIN;RETAILER;20061101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI EKATERINBURG;A18R0C;EMPORIO ARMANI;;AIRPORT KOLTSOVO;0;1;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;RUSSIAN FEDERATION;EKATERINBURG;RETAILER;20110301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI FRANKFURT AM MAIN;A18R0H;EMPORIO ARMANI;;GEBRE.HEINEMANN, FRANKFURT AIRPORT CENTER, TA PLUS;0;1;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;GERMANY;FRANKFURT AM MAIN;RETAILER;20120701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI KAZAN;A1UL03;EMPORIO ARMANI;79872921518;CHERNESH STREET 21;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;RUSSIAN FEDERATION;KAZAN;RETAILER;20121026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI FERNO;A1Z003;EMPORIO ARMANI;02 74867233;MALPENSA 2000 TERMINAL 1 EXTRASCHENGHEN;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;FERNO;RETAILER;20100414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SAMUT PRAKARN;A1ZE01;EMPORIO ARMANI;662 134 8888;4 FLOOR, 999 MOO1, NONGPRUE, BANGPHLI;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;THAILAND;SAMUT PRAKARN;RETAILER;20070215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI LONDON;A28S0B;EMPORIO ARMANI;;WESTFIELD;0;0;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED KINGDOM + (NORTH IRL.);LONDON;PROPRIETA';20130901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI LONDON;A28S0D;EMPORIO ARMANI;0044 207 8238818;BROMPTON ROAD 191;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED KINGDOM + (NORTH IRL.);LONDON;PROPRIETA';19890201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI GLASGOW;A28S0E;EMPORIO ARMANI;0044 141 5522277;UNIT 2, 19 JOHN STREET - THE ITALIAN CENTRE;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED KINGDOM + (NORTH IRL.);GLASGOW;PROPRIETA';19900601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MANCHESTER;A28S0F;EMPORIO ARMANI;0044 161 2202980;UNIT 1/2 - 2 SPINNINGFIELDS SQUARE;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED KINGDOM + (NORTH IRL.);MANCHESTER;PROPRIETA';19920916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI LONDON;A28S0G;EMPORIO ARMANI;0044 207 4918080;51-52 NEW BOND STREET;0;1;1;1;1;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED KINGDOM + (NORTH IRL.);LONDON;PROPRIETA';20020207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BIRMINGHAM;A28S0H;EMPORIO ARMANI;0041 121 6321150;THE MAILBOX - 2/4 WHARFSIDE STREET;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED KINGDOM + (NORTH IRL.);BIRMINGHAM;PROPRIETA';20000212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BEIJING;A2QR07;EMPORIO ARMANI;86.10.6598.9292;CHINA CENTRAL SQUARE , 85, JIANGUO ROAD, CHAOYANG DISTRICT;0;1;1;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;BEIJING;PROPRIETA';20080729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BEIJING;A2QR08;EMPORIO ARMANI;86.10.5978.5188;SHOP 105, 88 WANGFUJING AVENUE, INTIME LOTTE DEPT. STORE, DONGCHENG DISTRICT;0;1;1;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;BEIJING;CONCESSION;20080803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BEIJING;A2QR0O;EMPORIO ARMANI;86.10.6416.3128;TOWER 7, N¡11, SANLITUN ROAD, CHAOYANG DISTRICT;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;BEIJING;PROPRIETA';20100901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SHENYANG;A2QR1C;EMPORIO ARMANI;86.24.3197.3832;SHOP 115-116 & SHOP 215-216, FORUM 66, 1 QINGNIAN STREET SHANHE DISTRICT;0;1;1;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHENYANG;PROPRIETA';20120928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI TIANJIN;A2QR1H;EMPORIO ARMANI;86.22.2319.8008;SHOP 110, HISENSE SHOPPING CENTRE, N¡188 JIEFANG ROAD, HEPING DISTRICT;0;1;1;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;TIANJIN;CONCESSION;20120922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SHANGHAI;A2QR1N;EMPORIO ARMANI;+86 021 63802833;UNIT N1-04, N2-04 JINGAN KERRY CENTRE, 1515 NANJING ROAD WEST, JINGAN DISTRICT;0;1;1;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHANGHAI;PROPRIETA';20131130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MACAU;A3XN04;EMPORIO ARMANI;853-2870-2693;SHOP 9, G/F, GRAND LAPA SHOPPING ARCADE, NO. 956-1110 AC. DA. AMIZADE;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MACAO;MACAU;RETAILER;20041217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
